Index,Order ID,Cust ID,Gender,Age,Date,Status,Channel ,SKU,Category,Size,Qty,Amount,Ship-City,Ship-State,Ship-Postal-Code,B2B,age_group
16750,405-9052173-0959566,9052173,F,37,05-05-2023,Cancelled,Nykaa,SET269-KR-NP-M,Set,M,1,824,Hayathnagar,TELANGANA,500070,No,adults
27233,171-0464712-6029904,464712,F,60,06-05-2023,Returned,Others,SET277-KR-NP-M,Set,M,1,1268,BENGALURU,KARNATAKA,560067,No,senoir_age
27240,406-6721093-8137151,6721093,M,60,06-05-2023,Delivered,Amazon,SET291-KR-PP-L,Set,L,1,563,PATIALA,PUNJAB,147201,No,senoir_age
27423,405-7081162-8047503,7081162,M,60,06-05-2023,Delivered,Amazon,SET291-KR-PP-XXL,Set,XXL,1,563,NEW DELHI,DELHI,110052,No,senoir_age
16774,171-8165852-0354726,8165852,F,37,05-05-2023,Delivered,Others,SAR030,Saree,Free,1,549,mumbai,MAHARASHTRA,400078,No,adults
16777,171-3168634-1208345,3168634,M,37,05-05-2023,Delivered,Amazon,J0335-DR-XS,Western Dress,XS,1,989,KARNAL,HARYANA,132001,No,adults
16820,404-0095917-3492336,95917,F,37,05-05-2023,Delivered,Myntra,JNE2171-KR-437-L,kurta,L,1,518,PIMPRI CHINCHWAD,MAHARASHTRA,412105,No,adults
15154,402-4305282-8192340,4305282,M,22,05-07-2023,Delivered,Amazon,SET187-KR-DH-M,Set,M,1,671,Dombivli,MAHARASHTRA,421202,No,youth
15160,403-1602180-2965105,1602180,M,22,05-07-2023,Delivered,Flipkart,J0285-SKD-L,Set,L,1,1442,MAUNATH BHANJAN,UTTAR PRADESH,275101,No,youth
17047,403-5234234-3109938,5234234,M,37,05-05-2023,Delivered,Amazon,SET282-KR-PP-XXXL,Set,3XL,1,1033,GURUGRAM,HARYANA,122505,No,adults
15281,406-6268683-1041140,6268683,F,22,05-07-2023,Delivered,Others,JNE3758-KR-XL,kurta,XL,1,353,JHALAWAR,RAJASTHAN,326001,No,youth
15364,403-8816909-2765132,8816909,F,22,05-07-2023,Delivered,Amazon,JNE3449-KR-S,kurta,S,1,319,PARBHANI,MAHARASHTRA,431401,No,youth
27464,405-3341876-0956338,3341876,F,60,06-05-2023,Delivered,Nykaa,J0041-SET-S,Set,S,1,660,OTTAPPALAM,KERALA,679104,No,senoir_age
27525,406-0566444-3217906,566444,F,60,06-05-2023,Delivered,Amazon,JNE3291-KR-L,kurta,L,1,499,NEW DELHI,DELHI,110030,No,senoir_age
17083,408-0002210-5565934,2210,F,37,05-05-2023,Delivered,Amazon,JNE3334-KR-L,kurta,L,1,318,BHILAI,CHHATTISGARH,490006,No,adults
27536,405-2003200-4788353,2003200,F,60,06-05-2023,Delivered,Amazon,JNE2153-KR-278-A-XXXL,kurta,3XL,1,424,NASHIK,MAHARASHTRA,422011,No,senoir_age
27212,405-4085929-0625915,4085929,F,37,06-05-2023,Delivered,Myntra,SET278-KR-NP-S,Set,S,1,1432,MIRZAPUR CUM VINDHYACHAL,UTTAR PRADESH,231001,No,adults
27239,406-7254424-6225125,7254424,F,37,06-05-2023,Delivered,Amazon,JNE3405-KR-L,kurta,L,1,435,SATARA,MAHARASHTRA,415004,No,adults
15388,408-1270505-3949912,1270505,M,22,05-07-2023,Delivered,Myntra,J0341-DR-S,Western Dress,S,1,1168,ORAGADAM INDUSTRIAL AREA,TAMIL NADU,603204,No,youth
15425,403-2687975-1081916,2687975,M,22,05-07-2023,Delivered,Flipkart,J0003-SET-XL,Set,XL,1,655,PATNA,BIHAR,801503,No,youth
27241,406-6721093-8137151,6721093,M,37,06-05-2023,Delivered,Myntra,SET324-KR-NP-S,Set,S,1,597,"Pimpri chinchwad, pune",MAHARASHTRA,411033,No,adults
27249,407-0328246-6102754,328246,F,37,06-05-2023,Delivered,Amazon,JNE2171-KR-437-L,kurta,L,1,524,NEW DELHI,DELHI,110078,No,adults
27258,407-6061342-6331568,6061342,F,37,06-05-2023,Delivered,Myntra,JNE2305-KR-533-XL,kurta,XL,1,357,PORT BLAIR,ANDAMAN & NICOBAR ,744211,No,adults
27722,405-5042038-9437909,5042038,F,60,06-05-2023,Delivered,Amazon,SAR005,Saree,Free,1,612,Lucknow,UTTAR PRADESH,226010,No,senoir_age
27265,171-3864650-4898741,3864650,M,37,06-05-2023,Delivered,Amazon,JNE3797-KR-M,Western Dress,M,1,725,THIRUVANANTHAPURAM,KERALA,695009,No,adults
27418,402-6188672-2225126,6188672,F,37,06-05-2023,Delivered,Others,JNE3862-TU-S,Top,S,1,599,BENGALURU,KARNATAKA,560037,No,adults
27427,171-1455361-7024309,1455361,F,37,06-05-2023,Delivered,Amazon,MEN5004-KR-XXXL,kurta,3XL,1,688,PUNE,MAHARASHTRA,411015,No,adults
27890,171-6145291-5587553,6145291,F,60,06-05-2023,Delivered,Flipkart,SET323-KR-NP-L,Set,L,1,939,MUMBAI,MAHARASHTRA,400011,No,senoir_age
27455,408-8090053-0300331,8090053,M,37,06-05-2023,Delivered,Amazon,J0295-DR-M,Western Dress,M,1,859,"TENALI, Guntur district",ANDHRA PRADESH,522202,No,adults
28047,408-2703715-5562762,2703715,F,60,06-05-2023,Delivered,Flipkart,SET342-KR-NP-N-XXXL,Set,3XL,1,850,LUCKNOW,UTTAR PRADESH,226010,No,senoir_age
5506,408-0224887-1723509,224887,F,60,04-06-2023,Delivered,Ajio,NW039-TP-SR-XXL,Set,XXL,1,499,GUWAHATI,ASSAM,781028,No,senoir_age
5925,171-8209261-6658731,8209261,M,60,04-06-2023,Delivered,Amazon,J0157-DR-XXL,Western Dress,XXL,1,908,SULUR,TAMIL NADU,641402,No,senoir_age
15450,405-6503883-0877966,6503883,M,22,05-07-2023,Delivered,Ajio,SET363-KR-NP-S,Set,S,1,1149,JALPAIGURI,WEST BENGAL,735101,No,youth
27507,403-5964928-4769135,5964928,F,37,06-05-2023,Delivered,Myntra,J0160-TP-S,Top,S,1,352,MUMBAi,MAHARASHTRA,400008,No,adults
27545,408-0092422-3557165,92422,M,37,06-05-2023,Delivered,Amazon,JNE3905-DR-XXXL,Western Dress,3XL,1,625,New Delhi,DELHI,110078,No,adults
6054,406-0111854-5957125,111854,F,60,04-06-2023,Delivered,Others,J0355-KR-M,kurta,M,1,607,NEW DELHI,DELHI,110024,No,senoir_age
27599,407-6367348-7521153,6367348,F,37,06-05-2023,Returned,Flipkart,JNE3160-KR-G-M,kurta,M,1,729,AURANGABAD,BIHAR,824101,No,adults
25515,405-5360666-5266733,5360666,M,22,06-07-2023,Delivered,Others,SET196-KR-NP-M,Set,M,1,668,Ashoknagar,WEST BENGAL,743263,No,youth
27603,403-5854814-1538740,5854814,F,37,06-05-2023,Delivered,Myntra,J0117-TP-M,Top,M,1,518,Mira Road,MAHARASHTRA,401107,No,adults
25544,403-8764923-9156331,8764923,F,22,06-07-2023,Delivered,Ajio,JNE3783-KR-XL,kurta,XL,1,517,BALLIA,UTTAR PRADESH,277001,No,youth
25572,402-7550564-3225905,7550564,F,22,06-07-2023,Delivered,Nykaa,JNE3675-TU-XS,Top,XS,1,545,HINDALCO INDUSTRIES LTD,UTTAR PRADESH,231217,No,youth
27634,403-5350681-6452301,5350681,F,37,06-05-2023,Refunded,Flipkart,JNE2199-KR-411-A-XXXL,kurta,3XL,1,353,THANE,MAHARASHTRA,400615,No,adults
6186,405-1067164-7601146,1067164,F,60,04-06-2023,Delivered,Others,SAR019,Saree,Free,1,458,RAE BARELI,UTTAR PRADESH,229001,No,senoir_age
27702,171-1897921-8262755,1897921,M,37,06-05-2023,Delivered,Myntra,SET182-KR-DH-M,Set,M,1,699,KHARIAR,ODISHA,766107,No,adults
27717,403-2731378-3120354,2731378,F,37,06-05-2023,Delivered,Myntra,J0096-KR-M,kurta,M,1,568,AHMEDABAD,GUJARAT,380052,No,adults
15681,404-2955452-1016335,2955452,F,60,05-06-2023,Delivered,Amazon,J0353-KR-XL,kurta,XL,1,607,GHAZIABAD,UTTAR PRADESH,201009,No,senoir_age
27758,403-2736335-9905951,2736335,F,37,06-05-2023,Delivered,Amazon,SAR004,Saree,Free,1,715,PIPARIYA dist. Hoshangabad,MADHYA PRADESH,461775,No,adults
27773,407-2195909-0087524,2195909,F,37,06-05-2023,Delivered,Amazon,JNE2014-KR-178-XL,kurta,XL,1,353,BENGALURU,KARNATAKA,560024,No,adults
25579,404-3342057-9922761,3342057,F,22,06-07-2023,Delivered,Flipkart,JNE3753-KR-XXXL,kurta,3XL,1,475,THANE,MAHARASHTRA,400607,No,youth
27786,408-3859261-5267539,3859261,M,37,06-05-2023,Delivered,Myntra,J0003-SET-XL,Set,XL,1,696,SONIPAT,HARYANA,131001,No,adults
27813,402-7622402-9759544,7622402,M,37,06-05-2023,Delivered,Myntra,J0379-SKD-S,Set,S,1,1369,THRIPPUNITHURA,KERALA,682301,No,adults
27921,408-5650733-2647501,5650733,F,37,06-05-2023,Delivered,Flipkart,JNE3291-KR-XXL,kurta,XXL,1,442,NAGAPATTINAM,TAMIL NADU,609807,No,adults
15686,408-1478995-8189949,1478995,F,60,05-06-2023,Delivered,Flipkart,SET385-KR-NP-XXL,Set,XXL,1,599,KHARAGPUR,WEST BENGAL,721301,No,senoir_age
25625,407-4038380-6691551,4038380,F,22,06-07-2023,Delivered,Amazon,SET264-KR-NP-L,Set,L,1,824,ARIYALUR,TAMIL NADU,621707,No,youth
27934,405-4862061-4306736,4862061,M,37,06-05-2023,Delivered,Amazon,JNE3800-KR-L,Western Dress,L,1,735,AHMEDABAD,GUJARAT,382481,No,adults
15834,171-0021152-9927554,21152,M,60,05-06-2023,Delivered,Amazon,SET331-KR-NP-XXL,Set,XXL,1,603,GUWAHATI,ASSAM,781028,No,senoir_age
27947,405-8192485-8957953,8192485,M,37,06-05-2023,Delivered,Myntra,SET224-KR-NP-XL,Set,XL,1,1299,New Delhi,DELHI,110019,No,adults
25676,407-1919886-2215524,1919886,F,22,06-07-2023,Delivered,Amazon,JNE3611-KR-L,kurta,L,1,469,CHENNAI,TAMIL NADU,600116,No,youth
27988,406-3148120-8377109,3148120,M,37,06-05-2023,Delivered,Nykaa,JNE3797-KR-M,Western Dress,M,1,735,HYDERABAD,TELANGANA,500032,No,adults
28037,406-2827706-3246746,2827706,F,37,06-05-2023,Delivered,Myntra,MEN5011-KR-M,kurta,M,1,499,NEW DELHI,DELHI,110085,No,adults
25682,408-3825984-5757927,3825984,M,22,06-07-2023,Delivered,Myntra,J0295-DR-L,Western Dress,L,1,1196,BENGALURU,KARNATAKA,560098,No,youth
25685,405-1502041-5807529,1502041,F,22,06-07-2023,Delivered,Amazon,JNE3822-KR-M,kurta,M,1,436,KANPUR,UTTAR PRADESH,208025,No,youth
15885,407-3952115-1989919,3952115,F,60,05-06-2023,Delivered,Amazon,PJNE3440-KR-N-5XL,kurta,5XL,1,534,KOLKATA,WEST BENGAL,700042,No,senoir_age
28069,403-8403680-1075566,8403680,F,37,06-05-2023,Delivered,Amazon,SET227-KR-PP-A-XXXL,Set,3XL,1,571,NEW DELHI,DELHI,110059,No,adults
25734,404-0360353-1351535,360353,F,22,06-07-2023,Cancelled,Myntra,JNE3781-KR-M,kurta,M,1,406,PATHANAMTHITTA,KERALA,689113,No,youth
25809,408-2422786-2085938,2422786,M,22,06-07-2023,Delivered,Flipkart,J0341-DR-M,Western Dress,M,1,885,ALLAHABAD,UTTAR PRADESH,212404,No,youth
5499,404-0531700-3242727,531700,F,37,04-06-2023,Delivered,Flipkart,JNE3440-KR-N-XXXL,kurta,3XL,1,399,GURUGRAM,HARYANA,122022,No,adults
25866,171-8893741-4834759,8893741,F,22,06-07-2023,Delivered,Amazon,JNE3720-KR-XL,kurta,XL,1,517,COIMBATORE,TAMIL NADU,641041,No,youth
5500,408-3780195-0119529,3780195,F,37,04-06-2023,Cancelled,Flipkart,JNE1998-KR-311-XXL,kurta,XXL,1,301,KANPUR,UTTAR PRADESH,208015,No,adults
16195,406-9627954-0384336,9627954,F,60,05-06-2023,Delivered,Amazon,JNE3546-KR-M,kurta,M,1,468,KADUNGALLOOR,KERALA,683501,No,senoir_age
5502,403-9516574-0508319,9516574,F,37,04-06-2023,Delivered,Myntra,JNE3605-KR-L,kurta,L,1,517,ERAL,TAMIL NADU,628801,No,adults
5514,404-2843734-5142735,2843734,F,37,04-06-2023,Delivered,Nykaa,SET253-KR-NP-XXL,Set,XXL,1,699,BENGALURU,KARNATAKA,560018,No,adults
5538,171-4560766-1093929,4560766,M,37,04-06-2023,Delivered,Meesho,JNE3707-DR-XXL,Western Dress,XXL,1,496,TIRUPATI,ANDHRA PRADESH,517501,No,adults
25941,408-8833887-6858767,8833887,F,22,06-07-2023,Refunded,Amazon,JNE3543-KR-L,kurta,L,1,365,THANE,MAHARASHTRA,400607,No,youth
5575,404-6736684-4403567,6736684,M,37,04-06-2023,Delivered,Amazon,SET433-KR-NP-XXXL,Set,3XL,1,543,MUMBAI,MAHARASHTRA,400056,No,adults
26460,403-7136527-6654729,7136527,F,60,06-06-2023,Delivered,Others,JNE3252-KR-XXL,kurta,XXL,1,479,BENGALURU,KARNATAKA,560100,No,senoir_age
26538,402-1795391-8150704,1795391,M,60,06-06-2023,Delivered,Flipkart,SET233-KR-PP-L,Set,L,1,529,BANGALORE,KARNATAKA,560083,No,senoir_age
25942,403-3489200-1095518,3489200,F,22,06-07-2023,Delivered,Myntra,J0003-SET-XXL,Set,XXL,1,655,KARWI,UTTAR PRADESH,210205,No,youth
25958,408-0747201-2715513,747201,M,22,06-07-2023,Returned,Myntra,J0005-DR-XXL,Western Dress,XXL,1,1249,PILKHUWA,UTTAR PRADESH,245304,No,youth
26634,404-3619827-8946759,3619827,M,60,06-06-2023,Delivered,Amazon,JNE3869-DR-XL,Western Dress,XL,1,948,SECUNDERABAD,TELANGANA,500061,No,senoir_age
25979,406-0293509-3792309,293509,M,22,06-07-2023,Delivered,Amazon,JNE3800-KR-A-XL,Western Dress,XL,1,725,hyderabad,TELANGANA,500081,Yes,youth
26058,171-9623457-4177937,9623457,M,22,06-07-2023,Delivered,Flipkart,JNE3797-KR-XL,Western Dress,XL,1,735,LUCKNOW,UTTAR PRADESH,226010,No,youth
26811,171-8248441-3540307,8248441,F,60,06-06-2023,Delivered,Myntra,SET383-KR-NP-XXL,Set,XXL,1,599,KARJAT RAIGARH DISTRICT,MAHARASHTRA,410201,No,senoir_age
5652,406-6687077-1488329,6687077,F,37,04-06-2023,Refunded,Myntra,J0006-SET-L,Ethnic Dress,L,1,1249,BHOPAL,MADHYA PRADESH,462026,No,adults
5725,402-2002745-6749939,2002745,F,37,04-06-2023,Delivered,Flipkart,JNE3758-KR-L,kurta,L,1,376,Navi Mumbai,MAHARASHTRA,400708,No,adults
5754,405-0055961-2557173,55961,M,37,04-06-2023,Delivered,Amazon,JNE3800-KR-L,Western Dress,L,1,735,BENGALURU,KARNATAKA,560016,No,adults
26113,408-0074315-5347501,74315,F,22,06-07-2023,Delivered,Others,JNE3482-KR-S,kurta,S,1,318,KANNUR,KERALA,670631,No,youth
5844,407-9433289-0562769,9433289,F,37,04-06-2023,Cancelled,Myntra,JNE3654-TP-XXL,Top,XXL,1,387,MUMBAI,MAHARASHTRA,400058,No,adults
26908,405-2367009-5405964,2367009,M,60,06-06-2023,Delivered,Flipkart,JNE3468-KR-XXL,kurta,XXL,1,352,HYDERABAD,TELANGANA,500036,No,senoir_age
27079,406-9421200-4386704,9421200,M,60,06-06-2023,Delivered,Flipkart,JNE3797-KR-A-XXL,Western Dress,XXL,1,725,NEW DELHI,DELHI,110063,No,senoir_age
5874,408-2701481-7896349,2701481,M,37,04-06-2023,Delivered,Amazon,SET248-KR-NP-XXL,Set,XXL,1,612,SHRIRAMPUR,MAHARASHTRA,413709,No,adults
5887,402-9485197-9714737,9485197,F,37,04-06-2023,Delivered,Flipkart,JNE3651-TP-N-M,Top,M,1,487,NEW DELHI,DELHI,110078,No,adults
5980,408-5432916-4799556,5432916,F,37,04-06-2023,Delivered,Amazon,JNE3440-KR-N-XXXL,kurta,3XL,1,399,MEDINIPUR,WEST BENGAL,721147,No,adults
6024,408-5167288-8740343,5167288,F,37,04-06-2023,Delivered,Amazon,JNE3601-KR-M,kurta,M,1,301,Ongole,ANDHRA PRADESH,523272,No,adults
6078,405-5958251-2112363,5958251,M,37,04-06-2023,Delivered,Myntra,AN202-ORANGE-M,Footwear,M,1,229,CHENNAI,TAMIL NADU,600011,No,adults
6143,404-1292643-2131541,1292643,F,37,04-06-2023,Delivered,Amazon,SET233-KR-PP-XL,Set,XL,1,545,RAIA,GOA,403720,No,adults
27159,403-3784651-6950753,3784651,F,60,06-06-2023,Delivered,Amazon,JNE3813-KR-XXL,kurta,XXL,1,627,navi mumbai,MAHARASHTRA,400703,No,senoir_age
26156,408-0150652-6884301,150652,M,22,06-07-2023,Delivered,Amazon,SET055-KR-NP-XXL,Set,XXL,1,625,AMBARNATH,MAHARASHTRA,421501,No,youth
26278,171-1347643-4202757,1347643,F,22,06-07-2023,Delivered,Meesho,JNE3619-KR-S,kurta,S,1,301,RANCHI,JHARKHAND,834001,No,youth
6168,403-8598162-3415542,8598162,F,37,04-06-2023,Refunded,Flipkart,JNE3522-KR-XXL,kurta,XXL,1,342,KOLKATA,WEST BENGAL,700048,No,adults
4693,408-3030203-5330708,3030203,F,60,04-07-2023,Delivered,Flipkart,JNE3688-TU-XL,Top,XL,1,599,Chennai,TAMIL NADU,600041,No,senoir_age
6198,405-2592581-5137130,2592581,F,37,04-06-2023,Delivered,Myntra,JNE3739-KR-L,kurta,L,1,459,THRISSUR,KERALA,680664,No,adults
6265,407-9821998-6281127,9821998,M,37,04-06-2023,Delivered,Amazon,SET388-KR-NP-XS,Set,XS,1,1299,BENGALURU,KARNATAKA,560087,No,adults
26286,171-9761110-3676369,9761110,F,22,06-07-2023,Delivered,Amazon,JNE3549-KR-XXXL,kurta,3XL,1,308,CHENNAI,TAMIL NADU,600094,No,youth
15461,405-2229499-7796307,2229499,F,37,05-06-2023,Delivered,Myntra,NW014-ST-SR-XXXL,Set,3XL,1,560,KOLKATA,WEST BENGAL,700008,No,adults
26311,402-2171622-7976363,2171622,F,22,06-07-2023,Delivered,Amazon,J0012-SKD-XL,Set,XL,1,1137,Bengaluru,KARNATAKA,560032,No,youth
4784,171-4693700-1282733,4693700,F,60,04-07-2023,Delivered,Ajio,BL087-S,Jeans,S,1,665,PATNA,BIHAR,800020,No,senoir_age
15500,404-0386385-7733168,386385,M,37,05-06-2023,Delivered,Amazon,SET291-KR-PP-XXL,Set,XXL,1,569,MANGALURU,KARNATAKA,575019,No,adults
15556,405-5429656-6905137,5429656,F,37,05-06-2023,Delivered,Myntra,SET358-KR-NP-XXXL,Set,3XL,1,1126,Haldwani,UTTARAKHAND,263139,No,adults
26331,403-1016137-8009106,1016137,M,22,06-07-2023,Delivered,Flipkart,JNE3797-KR-S,Western Dress,S,1,735,TIRUPATI,ANDHRA PRADESH,517507,No,youth
15559,404-8201122-6263531,8201122,F,37,05-06-2023,Delivered,Others,JNE3567-KR-L,kurta,L,1,399,PANIPAT,HARYANA,132103,No,adults
4919,402-8608660-5275562,8608660,F,60,04-07-2023,Delivered,Flipkart,J0283-SET-XXXL,Set,3XL,1,1033,GHAZIABAD,UTTAR PRADESH,201016,No,senoir_age
15580,408-2336621-2923555,2336621,F,37,05-06-2023,Delivered,Amazon,SET355-KR-PP-XL,Set,XL,1,1229,TIRUPATI,ANDHRA PRADESH,517501,No,adults
3742,171-2618311-5781103,2618311,M,22,04-08-2023,Delivered,Amazon,J0382-SKD-L,Set,L,1,1173,Payyanur,KERALA,670307,No,youth
3759,171-6119140-3025952,6119140,F,22,04-08-2023,Delivered,Amazon,JNE2291-KR-602-S,kurta,S,1,376,HYDERABAD,TELANGANA,502032,No,youth
15588,404-0483896-6141124,483896,M,37,05-06-2023,Returned,Flipkart,SET384-KR-NP-XXXL,Set,3XL,1,599,KOLKATA,WEST BENGAL,700019,No,adults
15606,406-9036731-1377116,9036731,F,37,05-06-2023,Delivered,Flipkart,SAR028,Saree,Free,1,666,BAZPUR,UTTARAKHAND,262401,No,adults
15641,405-8823859-9193932,8823859,F,37,05-06-2023,Returned,Flipkart,SET384-KR-NP-XXXL,Set,3XL,1,629,GUWAHATI,ASSAM,781024,No,adults
15669,404-2890351-6625116,2890351,M,37,05-06-2023,Delivered,Nykaa,JNE3710-DR-XL,Western Dress,XL,1,690,TRIVANDRUM,KERALA,695038,No,adults
3829,404-9843033-5369123,9843033,F,22,04-08-2023,Delivered,Amazon,JNE3440-KR-N-M,kurta,M,1,399,CHENNAI,TAMIL NADU,600095,No,youth
3843,407-5475452-2746741,5475452,F,22,04-08-2023,Delivered,Amazon,SET224-KR-NP-S,Set,S,1,1369,KARIMNAGAR,TELANGANA,505185,No,youth
3901,402-2586552-7493951,2586552,F,22,04-08-2023,Delivered,Meesho,J0119-TP-XXL,Top,XXL,1,750,CHIRAWA,RAJASTHAN,333026,No,youth
15671,407-2314304-8166732,2314304,F,37,05-06-2023,Delivered,Myntra,SAR015,Saree,Free,1,563,JABALPUR,MADHYA PRADESH,482003,No,adults
3913,408-4418084-0853144,4418084,F,22,04-08-2023,Delivered,Amazon,JNE3405-KR-S,kurta,S,1,399,MADANAPALLE,ANDHRA PRADESH,517325,No,youth
15694,171-6833237-1168369,6833237,F,37,05-06-2023,Cancelled,Amazon,JNE3619-KR-XXL,kurta,XXL,1,301,GUNTUR,ANDHRA PRADESH,522006,No,adults
15701,407-0169979-8135503,169979,F,37,05-06-2023,Delivered,Myntra,JNE3799-KR-XS,kurta,XS,1,666,BILASPUR,CHHATTISGARH,495001,No,adults
15837,171-5145401-1610700,5145401,F,37,05-06-2023,Delivered,Amazon,JNE3640-TP-N-XL,Top,XL,1,487,INDORE,MADHYA PRADESH,452001,No,adults
15841,407-5978046-1252339,5978046,F,37,05-06-2023,Delivered,Ajio,SET392-KR-NP-XXXL,Set,3XL,1,747,FIROZPUR,PUNJAB,152116,No,adults
15852,405-9341011-7376302,9341011,F,37,05-06-2023,Returned,Amazon,SET402-KR-NP-XXXL,Set,3XL,1,1149,NEW DELHI,DELHI,110018,No,adults
3921,407-7700663-5593162,7700663,F,22,04-08-2023,Delivered,Flipkart,SAR029,Saree,Free,1,824,Aluva,KERALA,683108,No,youth
3967,404-5949263-8792340,5949263,F,22,04-08-2023,Delivered,Myntra,JNE3713-TP-N-XS,Top,XS,1,354,PUNE,MAHARASHTRA,411008,No,youth
15901,403-5699189-5504323,5699189,F,37,05-06-2023,Delivered,Amazon,JNE3838-KR-XL,kurta,XL,1,399,PUNE,MAHARASHTRA,411022,No,adults
4930,405-7443122-6353161,7443122,F,60,04-07-2023,Delivered,Amazon,JNE3423-KR-XXL,kurta,XXL,1,379,RANCHI,JHARKHAND,834001,No,senoir_age
15909,403-2192501-3817135,2192501,F,37,05-06-2023,Delivered,Amazon,SET293-KR-NP-XXXL,Set,3XL,1,692,BENGALURU,KARNATAKA,560037,No,adults
15912,404-0126367-6640306,126367,F,37,05-06-2023,Delivered,Amazon,SET268-KR-NP-XS,Set,XS,1,788,CHIKHAL KASA,CHHATTISGARH,491228,No,adults
15942,403-1404586-2145114,1404586,F,37,05-06-2023,Delivered,Nykaa,J0230-SKD-XL,Set,XL,1,1319,NEW DELHI,DELHI,110034,No,adults
3990,405-4009159-3234745,4009159,F,22,04-08-2023,Delivered,Myntra,J0117-TP-M,Top,M,1,726,Hyderabad,TELANGANA,500011,No,youth
4003,403-3063529-1404360,3063529,F,22,04-08-2023,Delivered,Amazon,SET278-KR-NP-XXL,Set,XXL,1,1442,MUMBAI,MAHARASHTRA,400081,No,youth
15950,402-4982923-7517150,4982923,F,37,05-06-2023,Delivered,Flipkart,SET229-KR-PP-XXL,Set,XXL,1,888,BENGALURU,KARNATAKA,560004,No,adults
15955,406-1909168-9741955,1909168,M,37,05-06-2023,Delivered,Myntra,SET324-KR-NP-XXL,Set,XXL,1,597,NEW DELHI,DELHI,110047,No,adults
4010,403-3516241-1420309,3516241,M,22,04-08-2023,Delivered,Amazon,JNE3797-KR-L,Western Dress,L,1,735,DAMOH,MADHYA PRADESH,470661,No,youth
4037,171-3294513-0383511,3294513,M,22,04-08-2023,Delivered,Flipkart,SET182-KR-DH-L,Set,L,1,657,KHANDWA,MADHYA PRADESH,450001,No,youth
4069,408-3308117-9173929,3308117,M,22,04-08-2023,Delivered,Others,JNE3798-KR-XXXL,Western Dress,3XL,1,725,LUCKNOW,UTTAR PRADESH,226021,No,youth
15978,407-2603879-2881966,2603879,M,37,05-06-2023,Delivered,Ajio,J0236-SKD-XL,Set,XL,1,950,HYDERABAD,TELANGANA,500074,No,adults
4158,403-7687597-5227528,7687597,M,22,04-08-2023,Delivered,Amazon,J0244-SKD-L,Set,L,1,1164,BIDHAN NAGAR,WEST BENGAL,700064,No,youth
4191,408-6571890-6641148,6571890,F,22,04-08-2023,Delivered,Amazon,J0003-SET-M,Set,M,1,696,THANE,MAHARASHTRA,401107,No,youth
4309,171-4997829-0001100,4997829,F,22,04-08-2023,Delivered,Myntra,SET110-KR-PP-L,Set,L,1,788,GREATER NOIDA,UTTAR PRADESH,201306,No,youth
15999,403-0896901-6269156,896901,F,37,05-06-2023,Delivered,Myntra,JNE3800-KR-XL,Western Dress,XL,1,735,LUCKNOW,UTTAR PRADESH,226016,No,adults
5053,405-1522066-3802718,1522066,F,60,04-07-2023,Delivered,Flipkart,JNE3620-KR-XS,kurta,XS,1,315,Enathu,KERALA,691526,No,senoir_age
4411,406-3938158-0352322,3938158,M,22,04-08-2023,Delivered,Flipkart,SET223-KR-NP-XXXL,Set,3XL,1,648,PUNE,MAHARASHTRA,411048,No,youth
16019,406-9921183-1684353,9921183,F,37,05-06-2023,Returned,Flipkart,J0341-DR-M,Western Dress,M,1,743,KOLHAPUR,MAHARASHTRA,416007,No,adults
4420,406-7475442-1177946,7475442,F,22,04-08-2023,Delivered,Amazon,NW037-TP-SR-M,Set,M,1,437,IMPHAL,MANIPUR,795004,No,youth
4593,403-6182878-3351551,6182878,F,22,04-08-2023,Delivered,Flipkart,MEN5028-KR-XXXL,kurta,3XL,1,499,METAPALLY,TELANGANA,505325,No,youth
13666,406-5776794-1805907,5776794,M,22,05-08-2023,Delivered,Meesho,SET269-KR-NP-XXL,Set,XXL,1,824,MALDA,WEST BENGAL,732202,No,youth
13671,407-8638508-1814730,8638508,F,22,05-08-2023,Delivered,Myntra,JNE3794-KR-XXXL,kurta,3XL,1,517,MUNNAR,KERALA,685565,No,youth
5136,408-6650686-9602723,6650686,F,60,04-07-2023,Delivered,Amazon,SET239-KR-NP-S,Set,S,1,693,GREATER NOIDA,UTTAR PRADESH,201310,No,senoir_age
16052,403-3955433-6945113,3955433,F,37,05-06-2023,Delivered,Amazon,JNE3735-KR-XXXL,kurta,3XL,1,380,NEW DELHI,DELHI,110076,No,adults
5292,404-2275427-3685113,2275427,M,60,04-07-2023,Delivered,Myntra,SAR012,Saree,Free,1,1099,Haldwani,UTTARAKHAND,263139,No,senoir_age
16063,408-4500980-6937163,4500980,F,37,05-06-2023,Delivered,Flipkart,JNE2270-KR-487-A-XXL,kurta,XXL,1,518,CHIRALA,ANDHRA PRADESH,523156,No,adults
16074,402-6680832-0041110,6680832,F,37,05-06-2023,Delivered,Myntra,J0230-SKD-XS,Set,XS,1,969,MUMBAI,MAHARASHTRA,400034,No,adults
16087,171-5140001-8789969,5140001,F,37,05-06-2023,Delivered,Others,SET183-KR-DH-XXXL,Set,3XL,1,759,MUMBAI,MAHARASHTRA,400063,No,adults
13736,405-0148103-6397119,148103,F,22,05-08-2023,Delivered,Myntra,SET184-KR-PP-S,Set,S,1,563,BENGALURU,KARNATAKA,560064,No,youth
